Experiment: Yurokovisky2013-Exp1

fork    -N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
3-fork    	J-38:	0.99974	0.99997	0.99806	0.99992	0.24462	0.24622	0.80425
3-refriger	J-38:	0.99969	0.99969	0.99806	0.99990	0.24462	0.24622	0.80425
3-door    	J-38:	0.99968	0.99944	0.99806	0.99994	0.24462	0.24622	0.80425
2-computer	J-38:	0.99962	0.99947	0.99868	0.99987	0.23809	0.41675	0.76897


door    -N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
3-sofa-1  	J-41:	0.99948	0.99916	0.99737	0.99981	0.24462	0.24622	0.80425
3-canister	J-41:	0.99930	0.99983	0.99737	0.99946	0.24462	0.24622	0.80425
2-door    	J-41:	0.99927	0.99956	0.99645	0.99988	0.23809	0.41675	0.76897
3-refriger	J-41:	0.99924	0.99949	0.99737	0.99944	0.24462	0.24622	0.80425


canister-N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
3-canister	J-40:	0.99969	0.99983	0.99872	0.99980	0.24462	0.24622	0.80425
3-desk-1  	J-40:	0.99965	0.99971	0.99872	0.99976	0.24462	0.24622	0.80425
3-sofa-2  	J-40:	0.99963	0.99973	0.99872	0.99973	0.24462	0.24622	0.80425
2-bed     	J-40:	0.99945	0.99889	0.99834	0.99981	0.23809	0.41675	0.76897


clock   -N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
3-clock-2 	J-44:	0.99963	0.99976	0.99860	0.99974	0.24462	0.24622	0.80425
2-clock-1 	J-44:	0.99961	0.99964	0.99885	0.99978	0.23809	0.41675	0.76897
2-cooker-2	J-44:	0.99959	0.99974	0.99885	0.99974	0.23809	0.41675	0.76897
3-bed     	J-44:	0.99954	0.99908	0.99860	0.99974	0.24462	0.24622	0.80425


computer-N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
3-refriger	J-41:	0.99963	0.99949	0.99895	0.99974	0.24462	0.24622	0.80425
2-chair   	J-41:	0.99954	0.99960	0.99861	0.99975	0.23809	0.41675	0.76897
2-computer	J-41:	0.99952	0.99947	0.99861	0.99974	0.23809	0.41675	0.76897
2-computer	J-41:	0.99948	0.99913	0.99861	0.99975	0.23809	0.41675	0.76897


desk    -N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
3-desk-1  	J-49:	0.99965	0.99971	0.99830	0.99981	0.24462	0.24622	0.80425
3-desk-2  	J-49:	0.99960	0.99960	0.99830	0.99977	0.24462	0.24622	0.80425
2-computer	J-49:	0.99935	0.99913	0.99791	0.99973	0.23809	0.41675	0.76897
2-bowl    	J-49:	0.99926	0.99827	0.99791	0.99975	0.23809	0.41675	0.76897


refriger-N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
3-clock-1 	J-41:	0.99963	0.99975	0.99879	0.99972	0.24462	0.24622	0.80425
3-refriger	J-41:	0.99962	0.99949	0.99879	0.99976	0.24462	0.24622	0.80425
2-refriger	J-41:	0.99959	1.00000	0.99861	0.99975	0.23809	0.41675	0.76897
2-fork    	J-41:	0.99954	0.99965	0.99861	0.99974	0.23809	0.41675	0.76897


sofa    -N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
3-desk-1  	J-52:	0.99943	0.99971	0.99755	0.99963	0.24462	0.24622	0.80425
2-sofa-2  	J-52:	0.99930	0.99959	0.99734	0.99971	0.23809	0.41675	0.76897
2-door    	J-52:	0.99928	0.99956	0.99734	0.99968	0.23809	0.41675	0.76897
2-sofa-1  	J-52:	0.99927	0.99923	0.99734	0.99973	0.23809	0.41675	0.76897


cooker  -N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
3-canister	J-56:	0.99950	0.99983	0.99845	0.99958	0.24462	0.24622	0.80425
3-sofa-2  	J-56:	0.99947	0.99973	0.99845	0.99956	0.24462	0.24622	0.80425
2-cooker-2	J-56:	0.99943	0.99974	0.99832	0.99964	0.23809	0.41675	0.76897
2-cooker-1	J-56:	0.99942	0.99963	0.99832	0.99964	0.23809	0.41675	0.76897


Yurokovisky2013-Exp1:
Single: 2.00000/6:	0.33333
Either: 2.00000/6:	0.33333
Both: 2.00000/6:	0.33333
Early first: 1.00000/2.00000:	0.16667
Late first: 1.00000/2.00000:	0.16667
Total nodes: 5
Total contexts: 57
