Experiment: Yurokovisky2013-Exp3
3-desk-2  	J-63:	0.99958	0.99968	0.99770	0.99990	0.29676	0.33804	0.80820
1-computer	J-63:	0.99949	1.00000	0.99827	0.99954	0.35217	0.25676	0.80836


refriger-N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
3-refriger	J-56:	0.99959	0.99977	0.99801	0.99984	0.29676	0.33804	0.80820
0-refriger	J-56:	0.99955	0.99975	0.99853	0.99971	0.34151	0.35754	0.71823
0-fork    	J-56:	0.99952	0.99969	0.99853	0.99968	0.34151	0.35754	0.71823
3-clock-1 	J-56:	0.99947	0.99929	0.99801	0.99978	0.29676	0.33804	0.80820


sofa    -N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
2-desk-1  	J-66:	0.99956	0.99976	0.99809	0.99972	0.34855	0.25834	0.81817
0-sofa-2  	J-66:	0.99948	0.99982	0.99789	0.99974	0.34151	0.35754	0.71823
0-door    	J-66:	0.99943	0.99950	0.99789	0.99974	0.34151	0.35754	0.71823
2-sofa-1  	J-66:	0.99938	1.00000	0.99809	0.99941	0.34855	0.25834	0.81817


cooker  -N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
2-cooker-2	J-33:	0.99968	0.99975	0.99870	0.99979	0.34855	0.25834	0.81817
2-canister	J-33:	0.99964	0.99986	0.99870	0.99972	0.34855	0.25834	0.81817
2-sofa-2  	J-33:	0.99964	0.99958	0.99870	0.99978	0.34855	0.25834	0.81817
0-cooker-1	J-33:	0.99958	0.99953	0.99884	0.99975	0.34151	0.35754	0.71823


Yurokovisky2013-Exp3:
Single: 3.00000/6:	0.50000
Either: 4.00000/6:	0.66667
Both: 2.00000/6:	0.33333
Early first: 0.00000/2.00000:	0.00000
Late first: 2.00000/2.00000:	0.33333
Total nodes: 7
Total contexts: 70
